key	unit_ability	unit_set
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-43	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-43	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-43	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-43	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-43	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-43	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-43	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-43	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-42	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-42	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-42	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-42	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-42	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-42	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-42	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-41	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-41	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-41	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-41	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-41	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-41	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-41	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-40	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-40	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-40	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-40	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-40	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-40	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-40	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-39	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-39	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-39	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-39	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-39	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-39	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-39	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-38	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-38	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-38	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-38	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-38	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-38	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-38	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-37	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-37	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-37	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-37	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-37	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-37	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-37	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-36	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-36	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-36	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-36	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-36	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-36	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-36	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-35	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-35	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-35	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-35	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-35	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-35	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-35	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-34	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-34	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-34	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-34	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-34	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-34	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-34	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-33	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-33	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-33	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-33	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-33	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-33	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-33	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-32	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-32	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-32	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-32	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-32	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-32	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-32	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-31	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-31	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-31	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-31	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-31	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-31	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-31	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-30	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-30	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-30	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-30	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-30	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-30	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-30	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-29	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-29	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-29	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-29	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-29	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-29	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-29	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-28	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-28	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-28	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-28	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-28	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-28	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-28	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-27	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-27	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-27	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-27	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-27	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-27	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-27	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-26	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-26	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-26	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-26	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-26	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-26	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-26	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-25	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-25	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-25	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-25	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-25	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-25	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-25	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-24	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-24	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-24	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-24	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-24	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-24	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-24	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-23	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-23	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-23	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-23	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-23	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-23	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-23	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-22	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-22	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-22	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-22	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-22	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-22	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-22	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-21	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-21	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-21	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-21	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-21	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-21	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-21	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-20	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-20	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-20	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-20	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-20	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-20	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-20	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-19	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-19	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-19	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-19	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-19	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-19	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-19	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-18	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-18	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-18	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-18	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-18	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-18	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-18	jar_unit_set_infantry
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-17	jar_unit_set_global
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_characters__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-17	jar_unit_set_characters
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-17	jar_unit_set_artillery_war_machines
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_single_entities__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-17	jar_unit_set_single_entities
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-17	jar_unit_set_cavalry_chariots
jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-17	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-17	jar_unit_set_infantry
