effect	icon	priority	icon_negative	category	is_positive_value_good
jar_adjustable_missiles__effect__acc__0__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__0	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+1	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+2	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+3	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+4	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+5	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+6	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+7	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+8	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+9	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+10	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+11	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+12	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+13	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+14	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+15	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+16	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+17	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+18	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+19	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+20	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+21	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+22	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__+28	general_ability.png	0	general_ability.png	campaign	true
