bonus_value_id	effect	unit_set_ability
enable	jar_adjustable_missiles__effect__acc__3__-25	jar_adjustable_missiles__unit_set_ability__acc__3__-25
enable	jar_adjustable_missiles__effect__acc__4__-25	jar_adjustable_missiles__unit_set_ability__acc__4__-25
enable	jar_adjustable_missiles__effect__acc__5__-25	jar_adjustable_missiles__unit_set_ability__acc__5__-25
enable	jar_adjustable_missiles__effect__acc__0__-24	jar_adjustable_missiles__unit_set_ability__acc__0__-24
enable	jar_adjustable_missiles__effect__acc__1__-24	jar_adjustable_missiles__unit_set_ability__acc__1__-24
enable	jar_adjustable_missiles__effect__acc__2__-24	jar_adjustable_missiles__unit_set_ability__acc__2__-24
enable	jar_adjustable_missiles__effect__acc__3__-24	jar_adjustable_missiles__unit_set_ability__acc__3__-24
enable	jar_adjustable_missiles__effect__acc__4__-24	jar_adjustable_missiles__unit_set_ability__acc__4__-24
enable	jar_adjustable_missiles__effect__acc__5__-24	jar_adjustable_missiles__unit_set_ability__acc__5__-24
enable	jar_adjustable_missiles__effect__acc__0__-23	jar_adjustable_missiles__unit_set_ability__acc__0__-23
enable	jar_adjustable_missiles__effect__acc__1__-23	jar_adjustable_missiles__unit_set_ability__acc__1__-23
enable	jar_adjustable_missiles__effect__acc__2__-23	jar_adjustable_missiles__unit_set_ability__acc__2__-23
enable	jar_adjustable_missiles__effect__acc__3__-23	jar_adjustable_missiles__unit_set_ability__acc__3__-23
enable	jar_adjustable_missiles__effect__acc__4__-23	jar_adjustable_missiles__unit_set_ability__acc__4__-23
enable	jar_adjustable_missiles__effect__acc__5__-23	jar_adjustable_missiles__unit_set_ability__acc__5__-23
enable	jar_adjustable_missiles__effect__acc__0__-22	jar_adjustable_missiles__unit_set_ability__acc__0__-22
enable	jar_adjustable_missiles__effect__acc__1__-22	jar_adjustable_missiles__unit_set_ability__acc__1__-22
enable	jar_adjustable_missiles__effect__acc__2__-22	jar_adjustable_missiles__unit_set_ability__acc__2__-22
enable	jar_adjustable_missiles__effect__acc__3__-22	jar_adjustable_missiles__unit_set_ability__acc__3__-22
enable	jar_adjustable_missiles__effect__acc__4__-22	jar_adjustable_missiles__unit_set_ability__acc__4__-22
enable	jar_adjustable_missiles__effect__acc__5__-22	jar_adjustable_missiles__unit_set_ability__acc__5__-22
enable	jar_adjustable_missiles__effect__acc__0__-21	jar_adjustable_missiles__unit_set_ability__acc__0__-21
enable	jar_adjustable_missiles__effect__acc__1__-21	jar_adjustable_missiles__unit_set_ability__acc__1__-21
enable	jar_adjustable_missiles__effect__acc__2__-21	jar_adjustable_missiles__unit_set_ability__acc__2__-21
enable	jar_adjustable_missiles__effect__acc__3__-21	jar_adjustable_missiles__unit_set_ability__acc__3__-21
enable	jar_adjustable_missiles__effect__acc__4__-21	jar_adjustable_missiles__unit_set_ability__acc__4__-21
enable	jar_adjustable_missiles__effect__acc__5__-21	jar_adjustable_missiles__unit_set_ability__acc__5__-21
enable	jar_adjustable_missiles__effect__acc__0__-20	jar_adjustable_missiles__unit_set_ability__acc__0__-20
enable	jar_adjustable_missiles__effect__acc__1__-20	jar_adjustable_missiles__unit_set_ability__acc__1__-20
enable	jar_adjustable_missiles__effect__acc__2__-20	jar_adjustable_missiles__unit_set_ability__acc__2__-20
enable	jar_adjustable_missiles__effect__acc__3__-20	jar_adjustable_missiles__unit_set_ability__acc__3__-20
enable	jar_adjustable_missiles__effect__acc__4__-20	jar_adjustable_missiles__unit_set_ability__acc__4__-20
enable	jar_adjustable_missiles__effect__acc__5__-20	jar_adjustable_missiles__unit_set_ability__acc__5__-20
enable	jar_adjustable_missiles__effect__acc__0__-19	jar_adjustable_missiles__unit_set_ability__acc__0__-19
enable	jar_adjustable_missiles__effect__acc__1__-19	jar_adjustable_missiles__unit_set_ability__acc__1__-19
enable	jar_adjustable_missiles__effect__acc__2__-19	jar_adjustable_missiles__unit_set_ability__acc__2__-19
enable	jar_adjustable_missiles__effect__acc__3__-19	jar_adjustable_missiles__unit_set_ability__acc__3__-19
enable	jar_adjustable_missiles__effect__acc__4__-19	jar_adjustable_missiles__unit_set_ability__acc__4__-19
enable	jar_adjustable_missiles__effect__acc__5__-19	jar_adjustable_missiles__unit_set_ability__acc__5__-19
enable	jar_adjustable_missiles__effect__acc__0__-18	jar_adjustable_missiles__unit_set_ability__acc__0__-18
enable	jar_adjustable_missiles__effect__acc__1__-18	jar_adjustable_missiles__unit_set_ability__acc__1__-18
enable	jar_adjustable_missiles__effect__acc__2__-18	jar_adjustable_missiles__unit_set_ability__acc__2__-18
enable	jar_adjustable_missiles__effect__acc__3__-18	jar_adjustable_missiles__unit_set_ability__acc__3__-18
enable	jar_adjustable_missiles__effect__acc__4__-18	jar_adjustable_missiles__unit_set_ability__acc__4__-18
enable	jar_adjustable_missiles__effect__acc__5__-18	jar_adjustable_missiles__unit_set_ability__acc__5__-18
enable	jar_adjustable_missiles__effect__acc__0__-17	jar_adjustable_missiles__unit_set_ability__acc__0__-17
enable	jar_adjustable_missiles__effect__acc__1__-17	jar_adjustable_missiles__unit_set_ability__acc__1__-17
enable	jar_adjustable_missiles__effect__acc__2__-17	jar_adjustable_missiles__unit_set_ability__acc__2__-17
enable	jar_adjustable_missiles__effect__acc__3__-17	jar_adjustable_missiles__unit_set_ability__acc__3__-17
enable	jar_adjustable_missiles__effect__acc__4__-17	jar_adjustable_missiles__unit_set_ability__acc__4__-17
enable	jar_adjustable_missiles__effect__acc__5__-17	jar_adjustable_missiles__unit_set_ability__acc__5__-17
enable	jar_adjustable_missiles__effect__acc__0__-16	jar_adjustable_missiles__unit_set_ability__acc__0__-16
enable	jar_adjustable_missiles__effect__acc__1__-16	jar_adjustable_missiles__unit_set_ability__acc__1__-16
enable	jar_adjustable_missiles__effect__acc__2__-16	jar_adjustable_missiles__unit_set_ability__acc__2__-16
enable	jar_adjustable_missiles__effect__acc__3__-16	jar_adjustable_missiles__unit_set_ability__acc__3__-16
enable	jar_adjustable_missiles__effect__acc__4__-16	jar_adjustable_missiles__unit_set_ability__acc__4__-16
enable	jar_adjustable_missiles__effect__acc__5__-16	jar_adjustable_missiles__unit_set_ability__acc__5__-16
enable	jar_adjustable_missiles__effect__acc__0__-15	jar_adjustable_missiles__unit_set_ability__acc__0__-15
enable	jar_adjustable_missiles__effect__acc__1__-15	jar_adjustable_missiles__unit_set_ability__acc__1__-15
enable	jar_adjustable_missiles__effect__acc__2__-15	jar_adjustable_missiles__unit_set_ability__acc__2__-15
enable	jar_adjustable_missiles__effect__acc__3__-15	jar_adjustable_missiles__unit_set_ability__acc__3__-15
enable	jar_adjustable_missiles__effect__acc__4__-15	jar_adjustable_missiles__unit_set_ability__acc__4__-15
enable	jar_adjustable_missiles__effect__acc__5__-15	jar_adjustable_missiles__unit_set_ability__acc__5__-15
enable	jar_adjustable_missiles__effect__acc__0__-14	jar_adjustable_missiles__unit_set_ability__acc__0__-14
enable	jar_adjustable_missiles__effect__acc__1__-14	jar_adjustable_missiles__unit_set_ability__acc__1__-14
enable	jar_adjustable_missiles__effect__acc__2__-14	jar_adjustable_missiles__unit_set_ability__acc__2__-14
enable	jar_adjustable_missiles__effect__acc__3__-14	jar_adjustable_missiles__unit_set_ability__acc__3__-14
enable	jar_adjustable_missiles__effect__acc__4__-14	jar_adjustable_missiles__unit_set_ability__acc__4__-14
enable	jar_adjustable_missiles__effect__acc__5__-14	jar_adjustable_missiles__unit_set_ability__acc__5__-14
enable	jar_adjustable_missiles__effect__acc__0__-13	jar_adjustable_missiles__unit_set_ability__acc__0__-13
enable	jar_adjustable_missiles__effect__acc__1__-13	jar_adjustable_missiles__unit_set_ability__acc__1__-13
enable	jar_adjustable_missiles__effect__acc__2__-13	jar_adjustable_missiles__unit_set_ability__acc__2__-13
enable	jar_adjustable_missiles__effect__acc__3__-13	jar_adjustable_missiles__unit_set_ability__acc__3__-13
enable	jar_adjustable_missiles__effect__acc__4__-13	jar_adjustable_missiles__unit_set_ability__acc__4__-13
enable	jar_adjustable_missiles__effect__acc__5__-13	jar_adjustable_missiles__unit_set_ability__acc__5__-13
enable	jar_adjustable_missiles__effect__acc__0__-12	jar_adjustable_missiles__unit_set_ability__acc__0__-12
enable	jar_adjustable_missiles__effect__acc__1__-12	jar_adjustable_missiles__unit_set_ability__acc__1__-12
enable	jar_adjustable_missiles__effect__acc__2__-12	jar_adjustable_missiles__unit_set_ability__acc__2__-12
enable	jar_adjustable_missiles__effect__acc__3__-12	jar_adjustable_missiles__unit_set_ability__acc__3__-12
enable	jar_adjustable_missiles__effect__acc__4__-12	jar_adjustable_missiles__unit_set_ability__acc__4__-12
enable	jar_adjustable_missiles__effect__acc__5__-12	jar_adjustable_missiles__unit_set_ability__acc__5__-12
enable	jar_adjustable_missiles__effect__acc__0__-11	jar_adjustable_missiles__unit_set_ability__acc__0__-11
enable	jar_adjustable_missiles__effect__acc__1__-11	jar_adjustable_missiles__unit_set_ability__acc__1__-11
enable	jar_adjustable_missiles__effect__acc__2__-11	jar_adjustable_missiles__unit_set_ability__acc__2__-11
enable	jar_adjustable_missiles__effect__acc__3__-11	jar_adjustable_missiles__unit_set_ability__acc__3__-11
enable	jar_adjustable_missiles__effect__acc__4__-11	jar_adjustable_missiles__unit_set_ability__acc__4__-11
enable	jar_adjustable_missiles__effect__acc__5__-11	jar_adjustable_missiles__unit_set_ability__acc__5__-11
enable	jar_adjustable_missiles__effect__acc__0__-10	jar_adjustable_missiles__unit_set_ability__acc__0__-10
enable	jar_adjustable_missiles__effect__acc__1__-10	jar_adjustable_missiles__unit_set_ability__acc__1__-10
enable	jar_adjustable_missiles__effect__acc__2__-10	jar_adjustable_missiles__unit_set_ability__acc__2__-10
enable	jar_adjustable_missiles__effect__acc__3__-10	jar_adjustable_missiles__unit_set_ability__acc__3__-10
enable	jar_adjustable_missiles__effect__acc__4__-10	jar_adjustable_missiles__unit_set_ability__acc__4__-10
enable	jar_adjustable_missiles__effect__acc__5__-10	jar_adjustable_missiles__unit_set_ability__acc__5__-10
enable	jar_adjustable_missiles__effect__acc__0__-9	jar_adjustable_missiles__unit_set_ability__acc__0__-9
enable	jar_adjustable_missiles__effect__acc__1__-9	jar_adjustable_missiles__unit_set_ability__acc__1__-9
enable	jar_adjustable_missiles__effect__acc__2__-9	jar_adjustable_missiles__unit_set_ability__acc__2__-9
enable	jar_adjustable_missiles__effect__acc__3__-9	jar_adjustable_missiles__unit_set_ability__acc__3__-9
enable	jar_adjustable_missiles__effect__acc__4__-9	jar_adjustable_missiles__unit_set_ability__acc__4__-9
enable	jar_adjustable_missiles__effect__acc__5__-9	jar_adjustable_missiles__unit_set_ability__acc__5__-9
enable	jar_adjustable_missiles__effect__acc__0__-8	jar_adjustable_missiles__unit_set_ability__acc__0__-8
enable	jar_adjustable_missiles__effect__acc__1__-8	jar_adjustable_missiles__unit_set_ability__acc__1__-8
enable	jar_adjustable_missiles__effect__acc__2__-8	jar_adjustable_missiles__unit_set_ability__acc__2__-8
enable	jar_adjustable_missiles__effect__acc__3__-8	jar_adjustable_missiles__unit_set_ability__acc__3__-8
enable	jar_adjustable_missiles__effect__acc__4__-8	jar_adjustable_missiles__unit_set_ability__acc__4__-8
enable	jar_adjustable_missiles__effect__acc__5__-8	jar_adjustable_missiles__unit_set_ability__acc__5__-8
enable	jar_adjustable_missiles__effect__acc__0__-7	jar_adjustable_missiles__unit_set_ability__acc__0__-7
enable	jar_adjustable_missiles__effect__acc__1__-7	jar_adjustable_missiles__unit_set_ability__acc__1__-7
enable	jar_adjustable_missiles__effect__acc__2__-7	jar_adjustable_missiles__unit_set_ability__acc__2__-7
enable	jar_adjustable_missiles__effect__acc__3__-7	jar_adjustable_missiles__unit_set_ability__acc__3__-7
enable	jar_adjustable_missiles__effect__acc__4__-7	jar_adjustable_missiles__unit_set_ability__acc__4__-7
enable	jar_adjustable_missiles__effect__acc__5__-7	jar_adjustable_missiles__unit_set_ability__acc__5__-7
enable	jar_adjustable_missiles__effect__acc__0__-6	jar_adjustable_missiles__unit_set_ability__acc__0__-6
enable	jar_adjustable_missiles__effect__acc__1__-6	jar_adjustable_missiles__unit_set_ability__acc__1__-6
enable	jar_adjustable_missiles__effect__acc__2__-6	jar_adjustable_missiles__unit_set_ability__acc__2__-6
enable	jar_adjustable_missiles__effect__acc__3__-6	jar_adjustable_missiles__unit_set_ability__acc__3__-6
enable	jar_adjustable_missiles__effect__acc__4__-6	jar_adjustable_missiles__unit_set_ability__acc__4__-6
enable	jar_adjustable_missiles__effect__acc__5__-6	jar_adjustable_missiles__unit_set_ability__acc__5__-6
enable	jar_adjustable_missiles__effect__acc__0__-5	jar_adjustable_missiles__unit_set_ability__acc__0__-5
enable	jar_adjustable_missiles__effect__acc__1__-5	jar_adjustable_missiles__unit_set_ability__acc__1__-5
enable	jar_adjustable_missiles__effect__acc__2__-5	jar_adjustable_missiles__unit_set_ability__acc__2__-5
enable	jar_adjustable_missiles__effect__acc__3__-5	jar_adjustable_missiles__unit_set_ability__acc__3__-5
enable	jar_adjustable_missiles__effect__acc__4__-5	jar_adjustable_missiles__unit_set_ability__acc__4__-5
enable	jar_adjustable_missiles__effect__acc__5__-5	jar_adjustable_missiles__unit_set_ability__acc__5__-5
enable	jar_adjustable_missiles__effect__acc__0__-4	jar_adjustable_missiles__unit_set_ability__acc__0__-4
enable	jar_adjustable_missiles__effect__acc__1__-4	jar_adjustable_missiles__unit_set_ability__acc__1__-4
enable	jar_adjustable_missiles__effect__acc__2__-4	jar_adjustable_missiles__unit_set_ability__acc__2__-4
enable	jar_adjustable_missiles__effect__acc__3__-4	jar_adjustable_missiles__unit_set_ability__acc__3__-4
enable	jar_adjustable_missiles__effect__acc__4__-4	jar_adjustable_missiles__unit_set_ability__acc__4__-4
enable	jar_adjustable_missiles__effect__acc__5__-4	jar_adjustable_missiles__unit_set_ability__acc__5__-4
enable	jar_adjustable_missiles__effect__acc__0__-3	jar_adjustable_missiles__unit_set_ability__acc__0__-3
enable	jar_adjustable_missiles__effect__acc__1__-3	jar_adjustable_missiles__unit_set_ability__acc__1__-3
enable	jar_adjustable_missiles__effect__acc__2__-3	jar_adjustable_missiles__unit_set_ability__acc__2__-3
enable	jar_adjustable_missiles__effect__acc__3__-3	jar_adjustable_missiles__unit_set_ability__acc__3__-3
enable	jar_adjustable_missiles__effect__acc__4__-3	jar_adjustable_missiles__unit_set_ability__acc__4__-3
enable	jar_adjustable_missiles__effect__acc__5__-3	jar_adjustable_missiles__unit_set_ability__acc__5__-3
enable	jar_adjustable_missiles__effect__acc__0__-2	jar_adjustable_missiles__unit_set_ability__acc__0__-2
enable	jar_adjustable_missiles__effect__acc__1__-2	jar_adjustable_missiles__unit_set_ability__acc__1__-2
enable	jar_adjustable_missiles__effect__acc__2__-2	jar_adjustable_missiles__unit_set_ability__acc__2__-2
enable	jar_adjustable_missiles__effect__acc__3__-2	jar_adjustable_missiles__unit_set_ability__acc__3__-2
enable	jar_adjustable_missiles__effect__acc__4__-2	jar_adjustable_missiles__unit_set_ability__acc__4__-2
enable	jar_adjustable_missiles__effect__acc__5__-2	jar_adjustable_missiles__unit_set_ability__acc__5__-2
enable	jar_adjustable_missiles__effect__acc__0__-1	jar_adjustable_missiles__unit_set_ability__acc__0__-1
enable	jar_adjustable_missiles__effect__acc__1__-1	jar_adjustable_missiles__unit_set_ability__acc__1__-1
enable	jar_adjustable_missiles__effect__acc__2__-1	jar_adjustable_missiles__unit_set_ability__acc__2__-1
enable	jar_adjustable_missiles__effect__acc__3__-1	jar_adjustable_missiles__unit_set_ability__acc__3__-1
enable	jar_adjustable_missiles__effect__acc__4__-1	jar_adjustable_missiles__unit_set_ability__acc__4__-1
enable	jar_adjustable_missiles__effect__acc__5__-1	jar_adjustable_missiles__unit_set_ability__acc__5__-1
enable	jar_adjustable_missiles__effect__acc__0__0	jar_adjustable_missiles__unit_set_ability__acc__0__0
enable	jar_adjustable_missiles__effect__acc__1__0	jar_adjustable_missiles__unit_set_ability__acc__1__0
enable	jar_adjustable_missiles__effect__acc__2__0	jar_adjustable_missiles__unit_set_ability__acc__2__0
enable	jar_adjustable_missiles__effect__acc__3__0	jar_adjustable_missiles__unit_set_ability__acc__3__0
enable	jar_adjustable_missiles__effect__acc__4__0	jar_adjustable_missiles__unit_set_ability__acc__4__0
enable	jar_adjustable_missiles__effect__acc__5__0	jar_adjustable_missiles__unit_set_ability__acc__5__0
enable	jar_adjustable_missiles__effect__acc__0__+1	jar_adjustable_missiles__unit_set_ability__acc__0__+1
enable	jar_adjustable_missiles__effect__acc__1__+1	jar_adjustable_missiles__unit_set_ability__acc__1__+1
enable	jar_adjustable_missiles__effect__acc__2__+1	jar_adjustable_missiles__unit_set_ability__acc__2__+1
enable	jar_adjustable_missiles__effect__acc__3__+1	jar_adjustable_missiles__unit_set_ability__acc__3__+1
enable	jar_adjustable_missiles__effect__acc__4__+1	jar_adjustable_missiles__unit_set_ability__acc__4__+1
enable	jar_adjustable_missiles__effect__acc__5__+1	jar_adjustable_missiles__unit_set_ability__acc__5__+1
enable	jar_adjustable_missiles__effect__acc__0__+2	jar_adjustable_missiles__unit_set_ability__acc__0__+2
enable	jar_adjustable_missiles__effect__acc__1__+2	jar_adjustable_missiles__unit_set_ability__acc__1__+2
enable	jar_adjustable_missiles__effect__acc__2__+2	jar_adjustable_missiles__unit_set_ability__acc__2__+2
enable	jar_adjustable_missiles__effect__acc__3__+2	jar_adjustable_missiles__unit_set_ability__acc__3__+2
enable	jar_adjustable_missiles__effect__acc__4__+2	jar_adjustable_missiles__unit_set_ability__acc__4__+2
enable	jar_adjustable_missiles__effect__acc__5__+2	jar_adjustable_missiles__unit_set_ability__acc__5__+2
enable	jar_adjustable_missiles__effect__acc__0__+3	jar_adjustable_missiles__unit_set_ability__acc__0__+3
enable	jar_adjustable_missiles__effect__acc__1__+3	jar_adjustable_missiles__unit_set_ability__acc__1__+3
enable	jar_adjustable_missiles__effect__acc__2__+3	jar_adjustable_missiles__unit_set_ability__acc__2__+3
enable	jar_adjustable_missiles__effect__acc__3__+3	jar_adjustable_missiles__unit_set_ability__acc__3__+3
enable	jar_adjustable_missiles__effect__acc__4__+3	jar_adjustable_missiles__unit_set_ability__acc__4__+3
enable	jar_adjustable_missiles__effect__acc__5__+3	jar_adjustable_missiles__unit_set_ability__acc__5__+3
enable	jar_adjustable_missiles__effect__acc__0__+4	jar_adjustable_missiles__unit_set_ability__acc__0__+4
enable	jar_adjustable_missiles__effect__acc__1__+4	jar_adjustable_missiles__unit_set_ability__acc__1__+4
enable	jar_adjustable_missiles__effect__acc__2__+4	jar_adjustable_missiles__unit_set_ability__acc__2__+4
enable	jar_adjustable_missiles__effect__acc__3__+4	jar_adjustable_missiles__unit_set_ability__acc__3__+4
enable	jar_adjustable_missiles__effect__acc__4__+4	jar_adjustable_missiles__unit_set_ability__acc__4__+4
enable	jar_adjustable_missiles__effect__acc__5__+4	jar_adjustable_missiles__unit_set_ability__acc__5__+4
enable	jar_adjustable_missiles__effect__acc__0__+5	jar_adjustable_missiles__unit_set_ability__acc__0__+5
enable	jar_adjustable_missiles__effect__acc__1__+5	jar_adjustable_missiles__unit_set_ability__acc__1__+5
enable	jar_adjustable_missiles__effect__acc__2__+5	jar_adjustable_missiles__unit_set_ability__acc__2__+5
enable	jar_adjustable_missiles__effect__acc__3__+5	jar_adjustable_missiles__unit_set_ability__acc__3__+5
enable	jar_adjustable_missiles__effect__acc__4__+5	jar_adjustable_missiles__unit_set_ability__acc__4__+5
enable	jar_adjustable_missiles__effect__acc__5__+5	jar_adjustable_missiles__unit_set_ability__acc__5__+5
enable	jar_adjustable_missiles__effect__acc__0__+6	jar_adjustable_missiles__unit_set_ability__acc__0__+6
enable	jar_adjustable_missiles__effect__acc__1__+6	jar_adjustable_missiles__unit_set_ability__acc__1__+6
enable	jar_adjustable_missiles__effect__acc__2__+6	jar_adjustable_missiles__unit_set_ability__acc__2__+6
enable	jar_adjustable_missiles__effect__acc__3__+6	jar_adjustable_missiles__unit_set_ability__acc__3__+6
enable	jar_adjustable_missiles__effect__acc__4__+6	jar_adjustable_missiles__unit_set_ability__acc__4__+6
enable	jar_adjustable_missiles__effect__acc__5__+6	jar_adjustable_missiles__unit_set_ability__acc__5__+6
enable	jar_adjustable_missiles__effect__acc__0__+7	jar_adjustable_missiles__unit_set_ability__acc__0__+7
enable	jar_adjustable_missiles__effect__acc__1__+7	jar_adjustable_missiles__unit_set_ability__acc__1__+7
enable	jar_adjustable_missiles__effect__acc__2__+7	jar_adjustable_missiles__unit_set_ability__acc__2__+7
enable	jar_adjustable_missiles__effect__acc__3__+7	jar_adjustable_missiles__unit_set_ability__acc__3__+7
enable	jar_adjustable_missiles__effect__acc__4__+7	jar_adjustable_missiles__unit_set_ability__acc__4__+7
enable	jar_adjustable_missiles__effect__acc__5__+7	jar_adjustable_missiles__unit_set_ability__acc__5__+7
enable	jar_adjustable_missiles__effect__acc__0__+8	jar_adjustable_missiles__unit_set_ability__acc__0__+8
enable	jar_adjustable_missiles__effect__acc__1__+8	jar_adjustable_missiles__unit_set_ability__acc__1__+8
enable	jar_adjustable_missiles__effect__acc__2__+8	jar_adjustable_missiles__unit_set_ability__acc__2__+8
enable	jar_adjustable_missiles__effect__acc__3__+8	jar_adjustable_missiles__unit_set_ability__acc__3__+8
enable	jar_adjustable_missiles__effect__acc__4__+8	jar_adjustable_missiles__unit_set_ability__acc__4__+8
enable	jar_adjustable_missiles__effect__acc__5__+8	jar_adjustable_missiles__unit_set_ability__acc__5__+8
enable	jar_adjustable_missiles__effect__acc__0__+9	jar_adjustable_missiles__unit_set_ability__acc__0__+9
enable	jar_adjustable_missiles__effect__acc__1__+9	jar_adjustable_missiles__unit_set_ability__acc__1__+9
enable	jar_adjustable_missiles__effect__acc__2__+9	jar_adjustable_missiles__unit_set_ability__acc__2__+9
enable	jar_adjustable_missiles__effect__acc__3__+9	jar_adjustable_missiles__unit_set_ability__acc__3__+9
enable	jar_adjustable_missiles__effect__acc__4__+9	jar_adjustable_missiles__unit_set_ability__acc__4__+9
enable	jar_adjustable_missiles__effect__acc__5__+9	jar_adjustable_missiles__unit_set_ability__acc__5__+9
enable	jar_adjustable_missiles__effect__acc__0__+10	jar_adjustable_missiles__unit_set_ability__acc__0__+10
enable	jar_adjustable_missiles__effect__acc__1__+10	jar_adjustable_missiles__unit_set_ability__acc__1__+10
enable	jar_adjustable_missiles__effect__acc__2__+10	jar_adjustable_missiles__unit_set_ability__acc__2__+10
enable	jar_adjustable_missiles__effect__acc__3__+10	jar_adjustable_missiles__unit_set_ability__acc__3__+10
enable	jar_adjustable_missiles__effect__acc__4__+10	jar_adjustable_missiles__unit_set_ability__acc__4__+10
enable	jar_adjustable_missiles__effect__acc__5__+10	jar_adjustable_missiles__unit_set_ability__acc__5__+10
enable	jar_adjustable_missiles__effect__acc__0__+11	jar_adjustable_missiles__unit_set_ability__acc__0__+11
enable	jar_adjustable_missiles__effect__acc__1__+11	jar_adjustable_missiles__unit_set_ability__acc__1__+11
enable	jar_adjustable_missiles__effect__acc__2__+11	jar_adjustable_missiles__unit_set_ability__acc__2__+11
enable	jar_adjustable_missiles__effect__acc__3__+11	jar_adjustable_missiles__unit_set_ability__acc__3__+11
enable	jar_adjustable_missiles__effect__acc__4__+11	jar_adjustable_missiles__unit_set_ability__acc__4__+11
enable	jar_adjustable_missiles__effect__acc__5__+11	jar_adjustable_missiles__unit_set_ability__acc__5__+11
enable	jar_adjustable_missiles__effect__acc__0__+12	jar_adjustable_missiles__unit_set_ability__acc__0__+12
enable	jar_adjustable_missiles__effect__acc__1__+12	jar_adjustable_missiles__unit_set_ability__acc__1__+12
enable	jar_adjustable_missiles__effect__acc__2__+12	jar_adjustable_missiles__unit_set_ability__acc__2__+12
enable	jar_adjustable_missiles__effect__acc__3__+12	jar_adjustable_missiles__unit_set_ability__acc__3__+12
enable	jar_adjustable_missiles__effect__acc__4__+12	jar_adjustable_missiles__unit_set_ability__acc__4__+12
enable	jar_adjustable_missiles__effect__acc__5__+12	jar_adjustable_missiles__unit_set_ability__acc__5__+12
enable	jar_adjustable_missiles__effect__acc__0__+13	jar_adjustable_missiles__unit_set_ability__acc__0__+13
enable	jar_adjustable_missiles__effect__acc__1__+13	jar_adjustable_missiles__unit_set_ability__acc__1__+13
enable	jar_adjustable_missiles__effect__acc__2__+13	jar_adjustable_missiles__unit_set_ability__acc__2__+13
enable	jar_adjustable_missiles__effect__acc__3__+13	jar_adjustable_missiles__unit_set_ability__acc__3__+13
enable	jar_adjustable_missiles__effect__acc__4__+13	jar_adjustable_missiles__unit_set_ability__acc__4__+13
enable	jar_adjustable_missiles__effect__acc__5__+13	jar_adjustable_missiles__unit_set_ability__acc__5__+13
enable	jar_adjustable_missiles__effect__acc__0__+14	jar_adjustable_missiles__unit_set_ability__acc__0__+14
enable	jar_adjustable_missiles__effect__acc__1__+14	jar_adjustable_missiles__unit_set_ability__acc__1__+14
enable	jar_adjustable_missiles__effect__acc__2__+14	jar_adjustable_missiles__unit_set_ability__acc__2__+14
enable	jar_adjustable_missiles__effect__acc__3__+14	jar_adjustable_missiles__unit_set_ability__acc__3__+14
enable	jar_adjustable_missiles__effect__acc__4__+14	jar_adjustable_missiles__unit_set_ability__acc__4__+14
enable	jar_adjustable_missiles__effect__acc__5__+14	jar_adjustable_missiles__unit_set_ability__acc__5__+14
enable	jar_adjustable_missiles__effect__acc__0__+15	jar_adjustable_missiles__unit_set_ability__acc__0__+15
enable	jar_adjustable_missiles__effect__acc__1__+15	jar_adjustable_missiles__unit_set_ability__acc__1__+15
enable	jar_adjustable_missiles__effect__acc__2__+15	jar_adjustable_missiles__unit_set_ability__acc__2__+15
enable	jar_adjustable_missiles__effect__acc__3__+15	jar_adjustable_missiles__unit_set_ability__acc__3__+15
enable	jar_adjustable_missiles__effect__acc__4__+15	jar_adjustable_missiles__unit_set_ability__acc__4__+15
enable	jar_adjustable_missiles__effect__acc__5__+15	jar_adjustable_missiles__unit_set_ability__acc__5__+15
enable	jar_adjustable_missiles__effect__acc__0__+16	jar_adjustable_missiles__unit_set_ability__acc__0__+16
enable	jar_adjustable_missiles__effect__acc__1__+16	jar_adjustable_missiles__unit_set_ability__acc__1__+16
enable	jar_adjustable_missiles__effect__acc__2__+16	jar_adjustable_missiles__unit_set_ability__acc__2__+16
enable	jar_adjustable_missiles__effect__acc__3__+16	jar_adjustable_missiles__unit_set_ability__acc__3__+16
enable	jar_adjustable_missiles__effect__acc__4__+16	jar_adjustable_missiles__unit_set_ability__acc__4__+16
enable	jar_adjustable_missiles__effect__acc__5__+16	jar_adjustable_missiles__unit_set_ability__acc__5__+16
enable	jar_adjustable_missiles__effect__acc__0__+17	jar_adjustable_missiles__unit_set_ability__acc__0__+17
enable	jar_adjustable_missiles__effect__acc__1__+17	jar_adjustable_missiles__unit_set_ability__acc__1__+17
enable	jar_adjustable_missiles__effect__acc__2__+17	jar_adjustable_missiles__unit_set_ability__acc__2__+17
enable	jar_adjustable_missiles__effect__acc__3__+17	jar_adjustable_missiles__unit_set_ability__acc__3__+17
enable	jar_adjustable_missiles__effect__acc__4__+17	jar_adjustable_missiles__unit_set_ability__acc__4__+17
enable	jar_adjustable_missiles__effect__acc__5__+17	jar_adjustable_missiles__unit_set_ability__acc__5__+17
enable	jar_adjustable_missiles__effect__acc__0__+18	jar_adjustable_missiles__unit_set_ability__acc__0__+18
enable	jar_adjustable_missiles__effect__acc__1__+18	jar_adjustable_missiles__unit_set_ability__acc__1__+18
enable	jar_adjustable_missiles__effect__acc__2__+18	jar_adjustable_missiles__unit_set_ability__acc__2__+18
enable	jar_adjustable_missiles__effect__acc__3__+18	jar_adjustable_missiles__unit_set_ability__acc__3__+18
